question_id	tag_id
10038	611
10038	564
10038	3144
10038	479
10038	188
10038	11681
10038	3127
10038	93
10047	11402
10047	5293
10047	481
10047	564
10047	516
10047	4615
10047	1042
10047	3322
10047	437
10047	210
10047	3761
10047	2597
10047	3027
10047	9915
10047	12246
10047	22
10047	3657
10047	3173
10047	7354
10047	2057
10047	1225
10047	333
10047	1391
10047	1398
10047	9130
10110	89
10110	6
10110	3127
10110	75
10110	307
10110	581
10110	3413
10110	595
10110	1951
10110	911
10110	132
10110	4649
10110	5064
10110	1996
10110	5783
10110	972
10110	93
10110	4400
10110	215
10110	126
10110	2376
10110	5461
10110	4000
10110	781
10110	12218
10110	99
10110	210
10110	449
10110	3059
10110	8408
10110	2224
10110	2709
10110	2680
10110	5759
10110	4595
10110	5758
10110	3810
10110	7862
10110	9170
10110	3176
10110	2014
10110	19
10110	109
10110	902
10110	1289
10110	7918
10110	845
10110	4306
10120	19
10120	3270
10120	92
10120	8882
10120	5783
10120	66
10120	3238
10120	333
10120	1307
10120	5401
10120	196
10120	3844
10120	210
10120	3827
10120	2652
10120	5293
10120	4000
10120	2778
10120	4400
10120	3616
10120	2376
10120	10797
10120	91
10120	164
10120	858
10120	7354
10120	907
10120	2585
10120	993
10120	4364
10120	3951
10120	2398
10120	726
10120	1900
10120	5314
10120	4796
10120	1576
10120	2991
10120	702
10120	73
10120	4038
10120	5488
10120	9944
10120	1289
10130	234
10130	2341
10130	5000
10130	563
10130	4033
10130	8252
10130	5293
10130	6570
10130	12424
10130	1186
10130	11697
10130	1749
10130	6366
10130	4751
10130	6134
10130	11566
10130	9130
10130	565
10143	3175
10143	4507
10143	564
10143	1686
10143	4615
10143	7438
10143	1746
10143	520
10143	8252
10143	2902
10143	6
10143	6489
10143	5783
10143	210
10143	89
10143	215
10143	1928
10143	5242
10143	611
10143	11706
10143	1002
10143	287
10143	1759
10143	8061
10143	1225
10143	3944
10143	2235
10143	9277
10143	1646
10143	1420
10143	481
10143	5364
10143	751
10143	13534
10143	4595
10143	6768
10143	809
10145	18
10145	177
10145	359
10145	7438
10145	4683
10145	1461
10145	7355
10145	19
10145	215
10145	8734
10145	3944
10145	406
10145	5516
10145	734
10145	2308
10145	5293
10145	154
10145	1092
10145	564
10145	6
10145	9130
10145	1225
10145	5150
10145	520
10145	4907
10145	2500
10145	23
10145	4400
10145	7465
10145	740
10145	677
10145	441
10145	1746
10145	437
10145	3996
10145	12
10145	3827
10145	12221
10145	1420
10145	4890
10145	2235
10145	3859
10145	3842
10145	4477
10145	3519
10145	2788
10145	7940
10145	1606
10145	1686
10145	1176
10145	1088
10145	5106
10145	4879
10145	2477
10145	3974
10145	432
10145	10689
10145	173
10145	907
10145	2370
10145	1223
10145	1576
10145	2902
10145	88
10145	758
10145	2132
10145	105
10145	1402
10145	159
10145	5665
10145	449
10145	1629
10145	12735
10145	1933
10145	386
10145	393
10145	12863
10145	809
10145	1456
10145	5587
10145	832
10145	5758
10145	4522
10145	8373
10145	8825
10145	13396
10145	3358
10145	7017
10145	5040
10145	4612
10145	6710
10145	9930
10145	10427
10145	2077
10145	5866
10145	3805
10145	3219
10145	1822
10145	454
10166	1827
10166	406
10166	426
10166	5186
10166	1336
10166	2211
10166	7355
10166	5783
10166	1461
10166	6379
10166	5293
10166	4400
10166	19
10166	1176
10166	2370
10166	1186
10166	314
10166	304
10166	1130
10166	4705
10166	5005
10166	4308
10166	5106
10166	2116
10166	913
10166	12424
10166	1686
10166	3140
10166	374
10166	2986
10166	5758
10166	5240
10166	5925
10166	9286
10166	6736
10166	2301
10166	3570
10166	4516
10166	1689
10166	3827
10166	8370
10166	337
10166	1917
10166	2078
10166	1331
10166	5543
10166	540
10166	1488
10166	6089
10166	564
10166	2057
10166	10649
10166	6451
10166	3598
10166	4940
10187	648
10187	649
10187	37
10187	2387
10187	642
10187	8252
10187	2132
10187	1161
10187	3127
10187	123
10187	3619
10187	5516
10187	858
10187	2203
10187	716
10187	781
10187	4098
10187	10408
10187	2365
10187	4072
10187	1686
10187	2539
10187	1684
10187	9944
10187	3322
10187	211
10187	563
10187	1914
10187	2847
10187	564
10187	3625
10187	1042
10187	4318
10187	1098
10187	13131
10187	3761
10187	8549
10187	1387
10187	9013
10222	31
10222	479
10222	43
10222	81
10222	3127
10222	3905
10222	2954
10222	1819
10222	93
10222	872
10222	292
10222	969
10222	5293
10222	911
10222	2859
10222	1087
10222	2224
10222	287
10222	429
10222	8597
10222	2884
10222	6637
10222	2267
10222	1746
10222	481
10222	8918
10222	1453
10222	7354
10222	3827
10222	6201
10222	1289
10222	9130
10245	7354
10245	907
10245	76
10245	4400
10245	764
10245	5543
10245	3144
10245	22
10245	91
10245	1463
10245	12453
10245	30
10245	430
10245	1096
10245	19
10245	239
10245	3081
10245	7438
10245	5115
10245	156
10245	3204
10245	682
10245	3508
10245	7434
10245	565
10329	19
10329	5783
10329	2132
10329	6
10329	3144
10329	296
10329	5293
10329	4400
10329	704
10329	215
10329	3443
10329	12971
10329	4595
10329	2117
10329	16
10329	2017
10329	5483
10329	545
10329	202
10329	5543
10329	2978
10329	5241
10329	859
10329	2301
10329	1576
10329	3616
10329	4316
10329	5314
10329	3673
10329	11178
10329	2771
10329	107
10329	911
10329	426
10332	1867
10332	2308
10332	7355
10332	3621
10332	7547
10332	4936
10332	3957
10335	1920
10335	2213
10335	7438
10335	3081
10335	6134
10335	2133
10335	647
10335	4618
10335	13234
10335	520
10335	2407
10335	38
10335	707
10335	1042
10335	858
10338	5305
10338	5929
10338	360
10338	4615
10338	5587
10338	1300
10338	1377
10338	764
10338	6134
10343	2132
10343	6
10343	8252
10343	1914
10343	3322
10343	2847
10343	740
10343	1686
10343	2471
10343	3052
10343	1753
10343	3027
10356	1331
10356	63
10356	664
10356	1042
10356	2133
10356	4765
10356	7843
10356	3127
10356	3694
10356	123
10356	8252
10356	3322
10356	11394
10356	3616
10356	406
10356	4055
10356	9130
